name,artists,genres,release_year,duration,popularity,Danceability,Energy,Key,Liveness,Valence,Tempo,Time Signature
Come Sail Away,Styx,"album rock,classic rock,glam metal,hard rock,mellow gold,progressive rock,rock,soft rock",1977-01-01,367000,70,0.324,0.335,0.0,0.0995,0.141,119.513,4.0
Mamma Mia,ABBA,"europop,swedish pop",1975,213266,82,0.749,0.748,2.0,0.469,0.827,137.547,4.0
Remind Me,Conrad Sewell,australian pop,2015-11-13,186264,37,0.605,0.645,7.0,0.0917,0.15,76.956,3.0
Somebody,"Natalie La Rose, Jeremih","viral trap,chicago rap,pop rap,r&b,southern hip hop,trap,urban contemporary",2014-01-06,189906,0,0.845,0.534,0.0,0.0689,0.726,104.972,4.0
Gimme Gimme - Original,Whigfield,"diva house,eurodance,europop",1996-11-04,224626,5,0.725,0.749,0.0,0.189,0.851,130.028,4.0
Don't Pull Your Love,"Hamilton\, Joe Frank & Reynolds","bubblegum pop,soft rock",1994-11-22,162026,41,0.62,0.604,7.0,0.133,0.883,100.486,4.0
Do It Again,Cassie Davis,australian pop,2009-08-14,172346,0,0.722,0.633,1.0,0.367,0.341,134.031,4.0
Remedy,Little Boots,"electropop,neo-synthpop",2008-06-08,199333,45,0.586,0.804,6.0,0.242,0.81,128.963,4.0
High - Original Mix,"Peking Duk, Nicole Millar","aussietronica,australian electropop,edm,australian pop,gauze pop",2014-02-14,228000,0,0.524,0.798,0.0,0.347,0.357,100.1,4.0
Madness,Muse,"modern rock,permanent wave,rock",2012-09-24,281040,72,0.502,0.417,10.0,0.106,0.218,180.301,4.0
Killing Me Softly With His Song,Roberta Flack,"adult standards,disco,quiet storm,soft rock,soul,vocal jazz",1973-01-01,286920,75,0.476,0.381,5.0,0.0614,0.33,121.948,4.0
Whip It! (feat. Chloe Angelides),"LunchMoney Lewis, Chloe Angelides",miami hip hop,2015-08-07,242973,54,0.739,0.78,10.0,0.0973,0.79,131.04,4.0
Promises,NERO,"complextro,edm,electro house,melodic dubstep",2011-01-01,257386,59,0.484,0.943,9.0,0.593,0.345,143.933,4.0
Old Time Rock & Roll,Bob Seger,"album rock,classic rock,country rock,detroit rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",1978-05-05,194146,0,0.713,0.931,6.0,0.0694,0.963,124.127,4.0
Another Chance,Roger Sanchez,"disco house,diva house,tribal house,vocal house",2000-07-23,452906,53,0.61,0.82,3.0,0.138,0.45,127.993,4.0
My Delirium,Ladyhawke,"alternative dance,metropopolis,neo-synthpop",2009-04-10,254480,55,0.456,0.802,9.0,0.474,0.461,150.029,4.0
Careful,Paramore,"candy pop,pixie,pop,pop emo,pop punk,rock",2009-09-22,230440,50,0.417,0.945,8.0,0.2,0.607,164.997,4.0
Clarity,"Zedd, Foxes","complextro,edm,german techno,pop,pop dance,electropop,metropopolis,uk pop",2012-01-01,271426,0,0.523,0.78,8.0,0.0751,0.187,128.003,4.0
Say You Won't Let Go,James Arthur,"pop,talent show,uk pop",2016-10-28,211466,89,0.358,0.557,10.0,0.0902,0.494,85.043,4.0
Baby Come Back,Player,"soft rock,yacht rock",1977-09-01,255845,72,0.646,0.602,5.0,0.0956,0.543,156.101,4.0
Escapee,Architecture In Helsinki,"alternative dance,australian indie,indietronica",2011-01-01,177709,0,0.673,0.738,1.0,0.132,0.671,110.962,4.0
You Give Me Something,James Morrison,neo mellow,2006-01-01,213173,61,0.559,0.691,0.0,0.0855,0.569,79.741,4.0
Jesamine,The Casuals,merseybeat,1968-01-01,221306,8,0.253,0.368,1.0,0.32,0.758,174.071,4.0
Someone New,Hozier,"irish singer-songwriter,modern rock,pop,pov: indie",2014-09-19,222813,73,0.443,0.533,7.0,0.332,0.596,183.791,4.0
Last Friday Night (T.G.I.F.),Katy Perry,pop,2012-03-12,230746,78,0.649,0.815,3.0,0.671,0.765,126.03,4.0
Saturday Sun,Vance Joy,"folk-pop,modern rock",2018-02-23,214746,0,0.628,0.869,8.0,0.169,0.701,99.97,4.0
I'd Do Anything For Love (But I Won't Do That) - Single Edit,Meat Loaf,album rock,1993,316466,65,0.419,0.672,2.0,0.412,0.304,105.212,4.0
Cry for Help,Rick Astley,"new romantic,new wave pop,soft rock,sophisti-pop,synthpop",2014-10-03,243600,0,0.565,0.596,0.0,0.294,0.436,89.974,4.0
Born to Try,Delta Goodrem,"australian pop,australian talent show",2003-03-21,251280,53,0.542,0.589,8.0,0.188,0.336,133.838,4.0
Let's Kiss (Like Angels Do),Wendy Matthews,"australian pop,australian rock",1990,209466,34,0.675,0.87,10.0,0.267,0.669,117.973,4.0
Mr. Big Stuff,Jean Knight,"new orleans soul,southern soul",1971,164560,69,0.886,0.491,8.0,0.229,0.971,93.236,4.0
Khe Sanh - 2011 Remastered,Cold Chisel,australian rock,1978,254045,64,0.474,0.918,7.0,0.238,0.655,164.049,4.0
Holy Grail,Hunters & Collectors,australian rock,1992-02-02,227719,62,0.64,0.958,1.0,0.324,0.713,101.212,4.0
Breakeven,The Script,"celtic rock,pop",2008-12-04,262653,0,0.63,0.696,10.0,0.0843,0.432,94.006,4.0
I Hate This Part,The Pussycat Dolls,"dance pop,girl group,pop",2008-01-01,218386,0,0.756,0.619,5.0,0.262,0.521,111.573,4.0
Like I'm Gonna Lose You,Jasmine Thompson,viral pop,2015-10-09,232338,69,0.398,0.174,0.0,0.158,0.153,172.152,3.0
You're Only Human (Second Wind),Billy Joel,"album rock,classic rock,heartland rock,mellow gold,piano rock,rock,singer-songwriter,soft rock",1985,288440,0,0.759,0.795,3.0,0.0678,0.877,130.803,4.0
Without Me,Eminem,"detroit hip hop,hip hop,rap",2005-12-06,291213,0,0.919,0.657,7.0,0.356,0.659,112.23,4.0
Save Tonight,Eagle-Eye Cherry,pop rock,1997-01-01,242733,0,0.545,0.699,0.0,0.12,0.6,119.589,4.0
I've Got To Go Now,Toni Childs,,1996,386906,0,0.646,0.504,7.0,0.193,0.396,101.95,4.0
Kiss Somebody,Morgan Evans,"australian country,contemporary country,country road,modern country rock",2017-07-21,212445,52,0.492,0.681,6.0,0.199,0.511,178.01,4.0
Funky Cold Medina,Tone-Loc,"hip hop,miami bass",1989-01-01,248160,45,0.984,0.781,5.0,0.0645,0.924,117.476,4.0
Dance With Me,112,"atl hip hop,boy band,contemporary r&b,r&b,urban contemporary",2001,231800,67,0.912,0.511,9.0,0.0442,0.611,101.628,4.0
Would I Lie To You?,Charles & Eddie,neo soul,2008-04-28,204386,0,0.737,0.647,11.0,0.201,0.71,101.098,4.0
Kids,OneRepublic,"piano rock,pop",2016-12-02,238386,0,0.591,0.731,2.0,0.333,0.205,100.021,4.0
Girls Talk,Dave Edmunds,"british blues,power pop,pub rock,rockabilly",2005-08-30,206453,0,0.56,0.845,1.0,0.0479,0.884,129.115,4.0
Say,John Mayer,"neo mellow,singer-songwriter",2006-10-13,230213,66,0.485,0.723,10.0,0.075,0.541,167.845,4.0
Ready to Fly,Amy Pearson,,2007-11-20,271760,16,0.392,0.483,2.0,0.0838,0.231,71.117,4.0
Te Amo,Rihanna,"barbadian pop,pop,urban contemporary",2009-11-20,208426,36,0.567,0.707,8.0,0.1,0.751,171.919,4.0
Shiver,Natalie Imbruglia,"dance pop,europop,lilith,new wave pop,pop rock",2005-04-04,222653,55,0.489,0.798,1.0,0.149,0.309,94.163,4.0
Mustang Sally,"The Commitments, Andrew Strong",,1991-01-01,241866,62,0.744,0.735,1.0,0.0564,0.891,115.062,4.0
Man! I Feel Like A Woman!,Shania Twain,"canadian country,canadian pop,contemporary country,country,country dawn",1997,233000,0,0.675,0.888,10.0,0.36,0.74,124.961,4.0
Change the World - 2015 Remaster,Eric Clapton,"album rock,blues rock,classic rock,electric blues,mellow gold,rock,singer-songwriter,soft rock",2015-04-28,234813,4,0.719,0.556,9.0,0.0935,0.511,96.9,4.0
Looking Through Patient Eyes,P.M. Dawn,contemporary r&b,2018-12-07,249666,37,0.786,0.372,8.0,0.129,0.685,102.237,4.0
I Like It Like That,Chris Kenner,"louisiana blues,new orleans blues,new orleans soul",1987-08-04,117600,35,0.59,0.568,5.0,0.272,0.777,144.572,4.0
Remedy,The Black Crowes,"album rock,blues rock,classic rock,hard rock,heartland rock,jam band,rock,southern rock",2010-08-03,333280,35,0.463,0.834,8.0,0.304,0.768,163.408,4.0
Drink Too Much,G Flip,"australian alternative pop,australian pop",2019-01-18,220627,0,0.704,0.683,8.0,0.166,0.71,93.959,4.0
In My Pocket,Mandy Moore,"dance pop,neo mellow,post-teen pop",2004-11-16,219093,28,0.687,0.953,5.0,0.193,0.838,109.039,4.0
Just When I Needed You Most,Randy VanWarmer,,1979,241746,65,0.583,0.313,9.0,0.121,0.346,96.717,4.0
"How Come, How Long (feat. Stevie Wonder)","Babyface, Stevie Wonder","contemporary r&b,r&b,urban contemporary,motown,soul",1996-10-29,315093,51,0.636,0.555,4.0,0.0966,0.289,80.912,4.0
Islands In The Stream,"Kenny Rogers, Dolly Parton","classic country pop,country,nashville sound,classic country pop,country,country dawn",2008-01-01,249880,0,0.589,0.641,8.0,0.0558,0.795,204.003,4.0
Where Have You Been,Rihanna,"barbadian pop,pop,urban contemporary",2011-11-18,242680,78,0.719,0.847,0.0,0.221,0.444,127.963,4.0
Faded,Alan Walker,electro house,2015-12-04,212626,75,0.589,0.651,6.0,0.111,0.166,90.011,4.0
Skin,Rag'n'Bone Man,neo soul,2017-02-10,239626,71,0.564,0.745,0.0,0.147,0.351,170.661,4.0
Whatta Man,"Salt-N-Pepa, En Vogue","girl group,golden age hip hop,hip hop,hip pop,old school hip hop,queens hip hop,contemporary r&b,girl group,hip pop,new jack swing,r&b,urban contemporary",1993-10-12,308360,0,0.753,0.545,2.0,0.241,0.917,173.227,4.0
Stone,Cyrus Villanueva,australian talent show,2015-12-08,212155,24,0.61,0.659,7.0,0.0664,0.345,97.001,4.0
Radar Love,Golden Earring,"album rock,dutch prog,dutch rock,nederpop",2008-10-22,386706,62,0.504,0.719,1.0,0.075,0.177,102.144,4.0
Love Don't Cost a Thing,Jennifer Lopez,"dance pop,pop,urban contemporary",2001-01-23,221226,71,0.786,0.842,4.0,0.473,0.685,97.577,4.0
Don't Stop Believin',Journey,"album rock,classic rock,hard rock,heartland rock,mellow gold,rock,soft rock",1981,250986,87,0.5,0.748,4.0,0.447,0.514,118.852,4.0
Always,"Waze & Odyssey, George Michael, Mary J. Blige, Tommy Theo","house,uk house,new wave pop,dance pop,neo soul,r&b,urban contemporary",2020-02-28,186300,54,0.7,0.914,8.0,0.0849,0.913,125.07,4.0
Get Out,Casey Abrams,idol,2012-01-01,211920,40,0.689,0.832,6.0,0.0551,0.857,97.023,4.0
Ooh Aah (Just A Little Bit) - Remastered,Gina G,"bubblegum dance,eurodance,europop,hip house",2007,200399,44,0.611,0.918,1.0,0.0471,0.883,131.023,4.0
High On Me,Guy Sebastian,"australian pop,australian talent show",2017-09-01,197988,20,0.77,0.7,7.0,0.0577,0.707,110.062,4.0
Can't Help Falling in Love,Elvis Presley,"rock-and-roll,rockabilly",1961-10-20,182360,82,0.396,0.293,2.0,0.105,0.343,100.307,3.0
All Stars,"Martin Solveig, ALMA","disco house,edm,electro house,filter house,house,pop dance,vocal house",2017-06-16,170322,0,0.775,0.722,1.0,0.058,0.649,124.037,4.0
Calm Down,Killing Heidi,"australian alternative rock,australian rock",2004-08-30,222040,27,0.464,0.966,2.0,0.287,0.417,143.91,4.0
1 Thing,Amerie,"contemporary r&b,hip pop,neo soul,r&b,urban contemporary",2005,238760,67,0.612,0.961,10.0,0.0413,0.867,129.873,5.0
Little Bad Girl (feat. Taio Cruz & Ludacris),"David Guetta, Ludacris, Taio Cruz","big room,dance pop,edm,pop,pop dance,atl hip hop,dance pop,dirty south rap,hip hop,old school atlanta hip hop,pop rap,rap,southern hip hop,trap,dance pop,pop,pop rap",2012-12-07,192275,62,0.668,0.829,11.0,0.358,0.648,127.0,4.0
Signs,"Snoop Dogg, Charlie Wilson, Justin Timberlake","g funk,gangster rap,hip hop,pop rap,rap,west coast rap,contemporary r&b,r&b,urban contemporary,dance pop,pop",2004-01-01,236813,55,0.94,0.713,7.0,0.325,0.666,112.955,4.0
Three Times A Lady,Commodores,"adult standards,disco,funk,mellow gold,motown,quiet storm,soft rock,soul",1978-01-01,398506,61,0.487,0.094,8.0,0.172,0.0788,74.857,3.0
Moonlight Shadow - Original Mix,Groove Coverage,"eurodance,german techno,hands up",2006,174773,57,0.566,0.796,11.0,0.0701,0.307,140.491,4.0
Mo Money Mo Problems,"The Notorious B.I.G., Mase, Diddy","east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap,contemporary r&b,gangster rap,hardcore hip hop,harlem hip hop,hip hop,hip pop,r&b,southern hip hop,urban contemporary,dance pop,east coast hip hop,hip hop,hip pop,pop rap,rap",2015-10-30,253000,0,0.778,0.808,6.0,0.276,0.853,104.496,4.0
Humpin' Around - Radio Edit,Bobby Brown,"contemporary r&b,new jack swing,r&b,urban contemporary",2007-01-01,322000,24,0.746,0.804,10.0,0.0536,0.662,110.07,4.0
Bridge Over Troubled Water,Simon & Garfunkel,"classic rock,folk,folk rock,melancholia,mellow gold,rock,soft rock",1970-01-26,293120,74,0.149,0.206,3.0,0.115,0.264,79.764,4.0
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,"detroit hip hop,hip hop,rap",2002-10-29,321960,47,0.7,0.738,2.0,0.35,0.0588,171.404,4.0
New York Mining Disaster 1941,Bee Gees,"disco,mellow gold,soft rock",1967-07-14,132360,52,0.446,0.237,9.0,0.0889,0.475,89.145,4.0
On the Road Again,Willie Nelson,"classic country pop,classic texas country,country,country rock,nashville sound,outlaw country,singer-songwriter",1988-01-01,154360,66,0.714,0.658,4.0,0.778,0.85,110.97,4.0
Picture Frames,Georgia Fair,"australian indie,australian indie folk",2009-10-16,178853,31,0.614,0.704,6.0,0.113,0.6,102.437,4.0
Can't Feel My Face,The Weeknd,"canadian contemporary r&b,canadian pop,pop",2015-08-28,213520,1,0.702,0.77,9.0,0.103,0.593,107.951,4.0
The Itch,Vitamin C,,2001-01-30,208733,20,0.694,0.947,11.0,0.133,0.518,105.019,4.0
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne","hip hop,miami hip hop,pop rap,rap,canadian pop,pop,atl hip hop,melodic rap,rap,trap,chicago rap,conscious hip hop,hip hop,pop rap,rap,hip hop,new orleans rap,pop rap,rap,trap",2017-06-22,288600,74,0.609,0.668,7.0,0.167,0.811,80.924,4.0
Love Songs Ain't for Us (feat. Keith Urban),"Amy Shark, Keith Urban","australian pop,australian country,australian pop,contemporary country,country,country road",2021-02-18,220866,52,0.396,0.351,4.0,0.158,0.245,182.457,3.0
Highway to Hell,Back In Black,britcore,2012-06-14,207797,40,0.463,0.874,4.0,0.076,0.603,115.706,4.0
Physical,Dua Lipa,"dance pop,pop,uk pop",2020-01-30,193829,67,0.647,0.844,0.0,0.102,0.746,146.962,4.0
Team,Lorde,"art pop,metropopolis,nz pop,pop",2013-01-01,193058,0,0.68,0.584,6.0,0.25,0.396,100.025,4.0
Throw It Away,"360, Josh Pyke","australian hip hop,australian alternative rock,australian indie,australian singer-songwriter",2012-08-24,214146,22,0.765,0.632,5.0,0.0624,0.583,100.016,4.0
Faith - Remastered,George Michael,new wave pop,1987-10-30,193200,80,0.887,0.48,11.0,0.0662,0.607,95.846,4.0
Gasolina,Daddy Yankee,"latin hip hop,reggaeton,trap latino,urbano latino",2004-07-13,192600,3,0.857,0.801,0.0,0.0789,0.753,96.009,4.0
Mickey,Toni Basil,,1997,253199,1,0.674,0.913,4.0,0.139,0.968,148.891,4.0
Knock On Wood,Amii Stewart,"disco,hi-nrg",2012-10-17,250520,60,0.689,0.805,2.0,0.0683,0.914,140.791,4.0
Feel The Love,Cut Copy,"alternative dance,australian dance,australian electropop,electronic rock,electronica,indietronica,neo-synthpop",2008-01-01,267546,38,0.54,0.863,9.0,0.286,0.326,126.038,4.0
Don't Stop Me Now - Remastered 2011,Queen,"classic rock,glam rock,rock",1978-11-10,209413,78,0.563,0.865,5.0,0.77,0.601,156.271,4.0
Love Theme from St. Elmo's Fire - Instrumental,David Foster,,1986-06-11,209400,48,0.57,0.404,8.0,0.104,0.312,125.201,4.0
Never Forget,Take That,"boy band,europop,talent show",1996-03-25,384093,0,0.627,0.687,9.0,0.0493,0.576,91.201,4.0
Judas,Lady Gaga,"art pop,dance pop,pop",2011-05-23,249066,78,0.664,0.934,10.0,0.27,0.53,130.982,4.0
Takin' Care Of Business,Bachman-Turner Overdrive,"album rock,classic canadian rock,classic rock,country rock,folk rock,hard rock,mellow gold,rock,singer-songwriter,soft rock",1973-01-01,289893,0,0.728,0.708,10.0,0.147,0.964,129.988,4.0
Tusk - 2015 Remaster,Fleetwood Mac,"album rock,classic rock,rock,soft rock,yacht rock",1979-10-12,217573,62,0.628,0.779,0.0,0.151,0.936,180.837,4.0
Gimme Little Sign,Peter Andre,"europop,talent show",1993-01-01,206442,30,0.706,0.807,10.0,0.203,0.766,108.755,4.0
Hurtless,Dean Lewis,"australian pop,pop",2022-03-31,180274,67,0.37,0.559,0.0,0.121,0.316,162.816,4.0
Lady Writer,Dire Straits,"album rock,classic rock,mellow gold,rock",1997,225400,0,0.642,0.813,1.0,0.103,0.966,147.914,4.0
Dreams - 2004 Remaster,Fleetwood Mac,"album rock,classic rock,rock,soft rock,yacht rock",1977-02-04,257800,88,0.828,0.492,0.0,0.128,0.789,120.151,4.0
Phoenix,James Arthur,"pop,talent show,uk pop",2016-10-28,249120,43,0.507,0.586,9.0,0.128,0.714,149.457,4.0
Good Riddance (Time of Your Life),Green Day,"modern rock,permanent wave,punk,rock",2001-11-13,153466,50,0.475,0.432,7.0,0.161,0.648,94.605,4.0
If I Were A Carpenter,Swanee,australian rock,1982-01-01,208993,16,0.589,0.412,0.0,0.154,0.327,108.261,4.0
Surfin' Bird,The Trashmen,"classic garage rock,protopunk,surf music",1987-08-04,137133,58,0.564,0.959,11.0,0.208,0.834,101.239,4.0
Lay It On Me,Vance Joy,"folk-pop,modern rock",2017-07-14,214699,0,0.733,0.673,5.0,0.068,0.487,128.009,4.0
This Time,Troy Shondell,"deep adult standards,doo-wop",2006-12-19,155040,10,0.389,0.36,2.0,0.48,0.439,81.869,4.0
Indian Giver - Remastered,1910 Fruitgum Company,"bubblegum pop,classic garage rock,merseybeat",2001,161893,14,0.734,0.638,2.0,0.118,0.559,128.05,4.0
Break Your Heart,"Taio Cruz, Ludacris","dance pop,pop,pop rap,atl hip hop,dance pop,dirty south rap,hip hop,old school atlanta hip hop,pop rap,rap,southern hip hop,trap",2011-01-01,185186,55,0.672,0.889,8.0,0.241,0.678,122.035,4.0
Not Many - Remix,"Scribe, Savage, Con-Psy","nz hip hop,nz hip hop",2003-01-01,225960,0,0.79,0.886,5.0,0.245,0.681,140.044,4.0
Modern Love - 1999 Remaster,David Bowie,"art rock,classic rock,glam rock,permanent wave,rock",1983-04-14,288466,0,0.315,0.889,0.0,0.133,0.961,181.329,4.0
Happy,Pharrell Williams,"dance pop,pop",2013-06-18,233305,3,0.652,0.757,1.0,0.0886,0.962,159.911,4.0
The Things I Love In You - 2011 Remastered,Cold Chisel,australian rock,2011-01-01,198416,33,0.435,0.879,2.0,0.274,0.402,132.23,4.0
Dogs Are Talking,The Angels,australian rock,1990-07-17,203066,38,0.511,0.693,2.0,0.338,0.906,166.773,4.0
D.W. Washburn - 1968 Stereo Mix,The Monkees,"album rock,beatlesque,bubblegum pop,classic rock,folk rock,heartland rock,mellow gold,psychedelic rock,rock-and-roll,singer-songwriter,soft rock,sunshine pop",2016-08-26,170360,13,0.69,0.496,4.0,0.0723,0.741,113.329,4.0
Money For Nothing,Dire Straits,"album rock,classic rock,mellow gold,rock",1985-05-13,510933,0,0.666,0.667,2.0,0.074,0.679,134.219,4.0
Grenade - Acoustic,Bruno Mars,"dance pop,pop",2011-02-04,249535,0,0.643,0.394,2.0,0.0888,0.364,97.911,4.0
Freeze-Frame,The J. Geils Band,"album rock,classic rock,country rock,hard rock,mellow gold,rock,singer-songwriter,soft rock",1981,237506,58,0.573,0.806,0.0,0.405,0.934,186.328,4.0
Cassandra,Sherbet,australian rock,2006-07-15,197546,0,0.502,0.556,7.0,0.0975,0.334,117.23,4.0
Do You Wanna Be - Single Version,I'm Talking,"australian r&b,australian rock",2018-03-23,250902,0,0.655,0.949,11.0,0.161,0.619,120.009,4.0
What's Up?,4 Non Blondes,"new wave pop,pop rock",1992-01-01,295493,0,0.566,0.57,11.0,0.118,0.491,134.537,4.0
No One,Alicia Keys,"neo soul,pop,r&b",2007-11-09,253813,76,0.644,0.549,1.0,0.134,0.167,90.04,4.0
as long as you care,Ruel,"alt z,australian alternative pop,pop",2020-09-10,193189,57,0.55,0.591,1.0,0.11,0.308,78.68,4.0
Big Girl (You Are Beautiful),MIKA,pop rock,2006-01-01,248000,61,0.797,0.75,11.0,0.232,0.808,116.005,4.0
Ben - Single Version,Michael Jackson,"r&b,soul",1972-08-04,165160,63,0.464,0.132,5.0,0.0994,0.303,68.152,4.0
Dance The Way I Feel,Ou Est Le Swimming Pool,"australian dance,neo-synthpop",2010-01-01,208333,50,0.708,0.96,8.0,0.0868,0.432,118.024,4.0
Birthday,Anne-Marie,pop,2020-02-07,181466,60,0.609,0.785,11.0,0.171,0.756,151.995,4.0
Yours,Russell Dickerson,"contemporary country,country,country road,modern country rock",2015-07-23,221280,0,0.568,0.796,11.0,0.084,0.573,133.975,4.0
5.7.0.5,City Boy,,2015-07-31,193400,20,0.677,0.63,9.0,0.0886,0.895,124.312,4.0
Does Your Chewing Gum Lose It's Flavour (On The Bedpost Overnight)?,Lonnie Donegan,skiffle,1992,166933,17,0.691,0.832,7.0,0.577,0.885,113.789,4.0
One More Night - 2016 Remaster,Phil Collins,"rock drums,soft rock",1985-01-25,288973,72,0.534,0.442,3.0,0.0986,0.343,136.369,4.0
Children,Robert Miles,"dream trance,eurodance,trance",2015,453880,40,0.613,0.547,0.0,0.0633,0.207,137.065,4.0
Sweet Surrender,Wet Wet Wet,"boy band,new romantic,new wave pop,soft rock,sophisti-pop",2013-11-25,262573,0,0.657,0.71,7.0,0.0787,0.525,96.043,4.0
Tokyo (Vampires & Wolves),The Wombats,"liverpool indie,modern alternative rock,modern rock",2011-04-22,225526,56,0.457,0.911,0.0,0.37,0.572,146.394,4.0
Lanterns,Birds Of Tokyo,"australian alternative rock,australian indie,australian pop,australian rock,perth indie",2013-01-01,262814,57,0.404,0.654,0.0,0.137,0.312,168.428,4.0
Wooden Heart,Elvis Presley,"rock-and-roll,rockabilly",2002-09-24,121600,48,0.647,0.336,3.0,0.0719,0.905,164.249,4.0
You Don't Own Me (feat. G-Eazy),"SAYGRACE, G-Eazy","r&b,indie pop rap,oakland hip hop,pop rap,rap",2016-07-01,201493,71,0.332,0.635,7.0,0.0599,0.261,186.249,3.0
At Seventeen - Remastered,Janis Ian,"folk,folk rock,singer-songwriter",2017-09-22,283080,0,0.612,0.279,0.0,0.115,0.351,125.139,4.0
